Brand_ID,Brand_Name,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs
BRAND-2574,Brand_2574,B,Organic Cotton,Yes,372.82,4674975.33,66052.46,Yes
BRAND-2575,Brand_2575,A,Vegan Leather,Yes,409,3747045.13,77855.21,Yes
BRAND-2576,Brand_2576,C,Organic Cotton,No,140.3,3632573.67,52021.21,Yes
BRAND-2577,Brand_2577,A,Recycled Polyester,No,303.25,4750135.64,10989.62,No
BRAND-2578,Brand_2578,A,Bamboo Fabric,No,133.28,4520320.35,79642.13,Yes
BRAND-2579,Brand_2579,A,Tencel,No,40.05,4978077.44,12817.51,Yes
BRAND-2580,Brand_2580,A,Hemp,Yes,410.18,4741460.04,4897.25,Yes
BRAND-2581,Brand_2581,B,Vegan Leather,Yes,260.84,893190.55,57771.88,No
BRAND-2582,Brand_2582,A,Vegan Leather,No,235.4,4425754.09,41711.16,No
BRAND-2583,Brand_2583,C,Bamboo Fabric,Yes,78.35,4226095.97,67849.08,Yes
BRAND-2584,Brand_2584,C,Organic Cotton,Yes,19.45,4670859.99,77592.75,Yes
BRAND-2585,Brand_2585,A,Bamboo Fabric,Yes,189.44,2043770.83,51943.65,Yes
BRAND-2586,Brand_2586,C,Vegan Leather,No,300.35,2980869.49,66436.74,Yes
BRAND-2587,Brand_2587,C,Vegan Leather,Yes,144.69,1794898.18,60101.62,No
BRAND-2588,Brand_2588,C,Bamboo Fabric,No,161.83,1447856.04,51007.67,No
BRAND-2589,Brand_2589,A,Organic Cotton,Yes,390.55,920695.73,45650.07,No
BRAND-2590,Brand_2590,D,Vegan Leather,Yes,102.71,2121878.84,11081.99,No
BRAND-2591,Brand_2591,B,Vegan Leather,Yes,186.73,322332.45,32245.27,Yes
BRAND-2592,Brand_2592,B,Vegan Leather,No,11.72,681572.09,24573.01,No
BRAND-2593,Brand_2593,A,Hemp,Yes,423.43,1832653.08,51706.82,No
BRAND-2594,Brand_2594,D,Bamboo Fabric,No,316.77,3266475.43,17623.19,Yes
BRAND-2595,Brand_2595,D,Bamboo Fabric,No,269.12,1314877.66,87296,No
BRAND-2596,Brand_2596,C,Tencel,No,153.04,3283805.44,2531.07,Yes
BRAND-2597,Brand_2597,D,Organic Cotton,Yes,164.71,477466.32,2066.59,Yes
BRAND-2598,Brand_2598,D,Recycled Polyester,No,302.78,1829544.84,85298.42,No
BRAND-2599,Brand_2599,B,Recycled Polyester,No,143.7,2054168.96,80198.17,No
BRAND-2600,Brand_2600,A,Bamboo Fabric,Yes,89.9,4119517.03,87854.7,Yes
BRAND-2601,Brand_2601,C,Hemp,Yes,274.24,2842033.52,51742.24,No
BRAND-2602,Brand_2602,A,Tencel,No,362.83,3163510.53,97776.84,Yes
BRAND-2603,Brand_2603,C,Recycled Polyester,No,313.43,1154910.83,85137.39,Yes
BRAND-2604,Brand_2604,C,Hemp,No,221.94,1846909.38,35031.22,No
BRAND-2605,Brand_2605,D,Organic Cotton,No,64.45,3102950.27,30217.96,No
BRAND-2606,Brand_2606,C,Recycled Polyester,Yes,134.31,4399857.07,2556.16,Yes
BRAND-2607,Brand_2607,B,Vegan Leather,No,7,3169421.23,76029.43,No
BRAND-2608,Brand_2608,C,Recycled Polyester,Yes,80.29,3631690.44,86154.5,No
BRAND-2609,Brand_2609,D,Bamboo Fabric,No,3.48,3491775.11,52976.72,Yes
BRAND-2610,Brand_2610,D,Organic Cotton,No,364.34,2173061.89,24665.09,No
BRAND-2611,Brand_2611,C,Tencel,No,41.81,379486.38,39295.98,No
BRAND-2612,Brand_2612,B,Organic Cotton,Yes,384.18,4592509.81,18019.05,Yes
BRAND-2613,Brand_2613,B,Hemp,No,9.77,4178171.37,59245.15,Yes
BRAND-2614,Brand_2614,D,Vegan Leather,No,215.01,2131563.75,53848.47,Yes
BRAND-2615,Brand_2615,B,Tencel,Yes,319.81,2688317.61,43498.29,No
BRAND-2616,Brand_2616,C,Vegan Leather,Yes,435.51,4047638.56,57962.97,No
BRAND-2617,Brand_2617,A,Vegan Leather,No,482.46,4325230.52,40931.46,No
BRAND-2618,Brand_2618,D,Hemp,Yes,93.81,3825551.56,96089.8,No
BRAND-2619,Brand_2619,B,Tencel,Yes,239.29,3445560.07,4834.25,Yes
BRAND-2620,Brand_2620,B,Recycled Polyester,No,410.5,3784733.2,83636.08,Yes
BRAND-2621,Brand_2621,B,Organic Cotton,Yes,69.83,1813741.12,81882.86,No
BRAND-2622,Brand_2622,D,Vegan Leather,Yes,266.96,3875533.1,25205.74,Yes
BRAND-2623,Brand_2623,A,Tencel,Yes,160.13,1930298.59,60972.73,Yes
BRAND-2624,Brand_2624,D,Vegan Leather,Yes,232.42,1083364.53,32120.98,Yes
BRAND-2625,Brand_2625,A,Vegan Leather,Yes,139.46,3636684.5,5089.55,No
BRAND-2626,Brand_2626,C,Tencel,Yes,184.98,1242178.06,54577.78,Yes
BRAND-2627,Brand_2627,C,Hemp,Yes,309.66,1915812.04,57707.49,No
BRAND-2628,Brand_2628,B,Recycled Polyester,No,386.83,2140871.57,63860.88,No
BRAND-2629,Brand_2629,B,Vegan Leather,No,176.43,567983.28,4614.17,Yes
BRAND-2630,Brand_2630,C,Recycled Polyester,No,477.4,1710459.67,79644.29,No
BRAND-2631,Brand_2631,B,Organic Cotton,Yes,292.2,1859909.73,23092.42,Yes
BRAND-2632,Brand_2632,C,Bamboo Fabric,Yes,179.03,712032.79,77755.87,Yes
BRAND-2633,Brand_2633,D,Hemp,Yes,495.52,1834929.24,72097.16,No
BRAND-2634,Brand_2634,C,Vegan Leather,Yes,380.23,4920009.38,60178.69,Yes
BRAND-2635,Brand_2635,A,Vegan Leather,Yes,236.24,1227948.09,54507.84,No
BRAND-2636,Brand_2636,D,Organic Cotton,Yes,374.56,2731663.33,38660.2,No
BRAND-2637,Brand_2637,C,Bamboo Fabric,No,251.81,2948769.59,52387.06,No
BRAND-2638,Brand_2638,D,Organic Cotton,Yes,220.41,3885875.78,77834.99,Yes
BRAND-2639,Brand_2639,D,Vegan Leather,Yes,447.17,4904897.11,68409.41,Yes
BRAND-2640,Brand_2640,D,Hemp,No,440.15,4483614.92,50431.24,No
BRAND-2641,Brand_2641,A,Bamboo Fabric,Yes,288.73,2727152.95,46307.03,Yes
BRAND-2642,Brand_2642,C,Recycled Polyester,No,150.72,745439.04,25107.64,Yes
BRAND-2643,Brand_2643,D,Bamboo Fabric,Yes,240.58,4233006.45,65970.2,Yes
BRAND-2644,Brand_2644,B,Organic Cotton,Yes,137.35,4738276.23,35571.07,No
BRAND-2645,Brand_2645,D,Recycled Polyester,No,75.6,2396506.23,89426.29,Yes
BRAND-2646,Brand_2646,A,Organic Cotton,No,255.58,2957812.95,35711.1,No
BRAND-2647,Brand_2647,D,Hemp,Yes,357.02,1880696.82,83530.36,Yes
BRAND-2648,Brand_2648,A,Hemp,Yes,350.47,2206496.34,88793.56,No
BRAND-2649,Brand_2649,B,Vegan Leather,Yes,281.04,4737428.22,24600.39,Yes
BRAND-2650,Brand_2650,A,Tencel,No,120.97,3471557.81,81126.05,No
BRAND-2651,Brand_2651,C,Vegan Leather,Yes,186.09,1987198.6,25766.08,Yes
BRAND-2652,Brand_2652,B,Organic Cotton,Yes,347.3,1291119.79,66612.71,Yes
BRAND-2653,Brand_2653,A,Organic Cotton,Yes,293.47,4923894.28,11561.8,Yes
BRAND-2654,Brand_2654,B,Vegan Leather,No,173.54,1973284.23,65407.43,No
BRAND-2655,Brand_2655,D,Hemp,Yes,327.82,4020898.34,50934.12,No
BRAND-2656,Brand_2656,C,Organic Cotton,No,486.52,82140.3,50191.44,Yes
BRAND-2657,Brand_2657,B,Hemp,No,475.73,2575062.61,15094.58,Yes
BRAND-2658,Brand_2658,C,Bamboo Fabric,No,214.78,2973241.38,41190.44,Yes
BRAND-2659,Brand_2659,B,Tencel,Yes,71.36,2417816.74,83528.22,Yes
BRAND-2660,Brand_2660,A,Bamboo Fabric,Yes,374.64,1889964.23,62164.54,No
BRAND-2661,Brand_2661,D,Recycled Polyester,Yes,24.49,4412527.32,79084.42,No
BRAND-2662,Brand_2662,D,Recycled Polyester,Yes,52.59,3879289.85,86775.53,Yes
BRAND-2663,Brand_2663,C,Organic Cotton,No,60.75,2598024.46,90215.84,Yes
BRAND-2664,Brand_2664,D,Hemp,Yes,28.77,4373538.2,93017.27,No
BRAND-2665,Brand_2665,C,Recycled Polyester,Yes,491.27,2083761.08,57883.98,No
BRAND-2666,Brand_2666,A,Recycled Polyester,No,59.13,2678168.78,67297.55,Yes
BRAND-2667,Brand_2667,A,Recycled Polyester,No,223.46,100029.74,90607.05,Yes
BRAND-2668,Brand_2668,D,Bamboo Fabric,No,418.65,3457556.95,11079.18,Yes
BRAND-2669,Brand_2669,D,Tencel,Yes,39.66,4476790.99,90124.88,No
BRAND-2670,Brand_2670,C,Bamboo Fabric,No,459.54,1109167.26,62065.31,No
BRAND-2671,Brand_2671,A,Organic Cotton,Yes,212.83,4451542.4,2044.54,Yes
BRAND-2672,Brand_2672,B,Hemp,No,35.66,2675224.64,1658.34,No
BRAND-2673,Brand_2673,C,Bamboo Fabric,No,388.42,3143551.28,8729.97,No
BRAND-2674,Brand_2674,B,Recycled Polyester,No,84.24,4168531.85,11231.48,Yes
BRAND-2675,Brand_2675,C,Tencel,No,285.3,2000596.05,1546.74,Yes
BRAND-2676,Brand_2676,C,Tencel,Yes,92.22,2357782.31,77243.8,Yes
BRAND-2677,Brand_2677,C,Organic Cotton,No,11.22,3859141.15,33629.4,Yes
BRAND-2678,Brand_2678,C,Hemp,Yes,162.15,3536142.13,75263.81,Yes
BRAND-2679,Brand_2679,A,Tencel,Yes,468.68,2330483.94,81812.8,Yes
BRAND-2680,Brand_2680,D,Recycled Polyester,No,334.18,3675476.3,17851.39,No
BRAND-2681,Brand_2681,C,Recycled Polyester,Yes,387.63,1698724.05,6115.97,Yes
BRAND-2682,Brand_2682,A,Hemp,No,493.08,1748193.89,49288.3,No
BRAND-2683,Brand_2683,A,Hemp,No,245.54,4023735.86,99005.96,Yes
BRAND-2684,Brand_2684,A,Hemp,Yes,319.98,3840432.06,4089.43,Yes
BRAND-2685,Brand_2685,B,Tencel,No,242.93,2540016.83,67624.46,Yes
BRAND-2686,Brand_2686,B,Tencel,Yes,199.4,494649.02,56233.96,Yes
BRAND-2687,Brand_2687,A,Organic Cotton,No,182.23,2528581.38,75856.65,No
BRAND-2688,Brand_2688,B,Tencel,Yes,164.66,857721.36,58436.79,No
BRAND-2689,Brand_2689,B,Hemp,No,357.15,967697.43,11645.82,No
BRAND-2690,Brand_2690,B,Recycled Polyester,No,6.24,1153773.41,70578.82,Yes
BRAND-2691,Brand_2691,A,Hemp,Yes,70.27,3441072.18,50085.98,No
BRAND-2692,Brand_2692,A,Recycled Polyester,No,18.32,4625254.01,85553.13,Yes
BRAND-2693,Brand_2693,D,Organic Cotton,Yes,383.65,3425939.87,40960.25,Yes
BRAND-2694,Brand_2694,A,Bamboo Fabric,Yes,225.59,2140533.92,39352.36,Yes
BRAND-2695,Brand_2695,B,Vegan Leather,No,456.17,4257219.86,64999.34,Yes
BRAND-2696,Brand_2696,B,Bamboo Fabric,Yes,351.85,4017697.53,71480.98,Yes
BRAND-2697,Brand_2697,B,Recycled Polyester,Yes,390.05,3533249.17,43973.36,No
BRAND-2698,Brand_2698,A,Vegan Leather,No,424.38,1807494.42,75372.89,No
BRAND-2699,Brand_2699,B,Organic Cotton,Yes,208.95,3164955.65,44531.09,No
BRAND-2700,Brand_2700,C,Organic Cotton,Yes,266.08,1215601.23,9819.98,No
BRAND-2701,Brand_2701,D,Organic Cotton,No,317.66,527017.33,34571.46,No
BRAND-2702,Brand_2702,C,Recycled Polyester,No,11.92,3461774.64,85132.07,No
BRAND-2703,Brand_2703,B,Recycled Polyester,Yes,248.8,1972179,33049.65,Yes
BRAND-2704,Brand_2704,C,Vegan Leather,Yes,3.31,1280163.78,34148.59,No
BRAND-2705,Brand_2705,D,Hemp,No,339.36,3732548.91,2722.88,No
BRAND-2706,Brand_2706,D,Recycled Polyester,Yes,374.99,1647874.26,65957.1,Yes
BRAND-2707,Brand_2707,D,Organic Cotton,Yes,490.78,1325960.65,32244.74,Yes
BRAND-2708,Brand_2708,B,Hemp,Yes,384.88,1926861.78,86056.03,Yes
BRAND-2709,Brand_2709,C,Hemp,Yes,141.96,142600.86,71454.75,No
BRAND-2710,Brand_2710,B,Recycled Polyester,Yes,441.03,4975375.63,52999.92,Yes
BRAND-2711,Brand_2711,A,Tencel,No,447.2,1945652.21,66327.14,No
BRAND-2712,Brand_2712,B,Bamboo Fabric,Yes,393.92,3060444.83,62436.99,Yes
BRAND-2713,Brand_2713,D,Recycled Polyester,Yes,355.62,2526069.07,28354.54,Yes
BRAND-2714,Brand_2714,A,Hemp,No,407.35,4443977.28,18952.46,Yes
BRAND-2715,Brand_2715,C,Tencel,Yes,361.65,4216606.04,15666.8,No
BRAND-2716,Brand_2716,C,Hemp,No,300.53,1997458.82,36049.67,No
BRAND-2717,Brand_2717,A,Recycled Polyester,No,308.16,4444768.36,45660.72,No
BRAND-2718,Brand_2718,D,Vegan Leather,No,47.81,1878693.66,8504.73,No
BRAND-2719,Brand_2719,D,Recycled Polyester,No,351.99,3873757.37,11238.82,Yes
BRAND-2720,Brand_2720,D,Vegan Leather,No,280.93,1812394.94,59169.44,No
BRAND-2721,Brand_2721,B,Organic Cotton,No,236.28,1391044.82,47354.49,Yes
BRAND-2722,Brand_2722,C,Tencel,No,266.17,4305893.66,75980.91,Yes
BRAND-2723,Brand_2723,C,Bamboo Fabric,Yes,183.2,3462473.81,96604.83,Yes
BRAND-2724,Brand_2724,D,Bamboo Fabric,Yes,381.79,4242743.19,38971.1,No
BRAND-2725,Brand_2725,B,Vegan Leather,No,314.25,1655820.38,3277.38,Yes
BRAND-2726,Brand_2726,B,Bamboo Fabric,No,409.32,932154.54,39375.83,Yes
BRAND-2727,Brand_2727,B,Recycled Polyester,No,488.05,4361186.1,29737.52,No
BRAND-2728,Brand_2728,A,Organic Cotton,No,421.74,1951865.82,1311.14,Yes
BRAND-2729,Brand_2729,C,Recycled Polyester,Yes,380.45,3888065.63,60071.99,Yes
BRAND-2730,Brand_2730,A,Tencel,No,66.22,3730344.34,42048.4,Yes
BRAND-2731,Brand_2731,A,Tencel,Yes,149.13,4011796.15,48665.68,No
BRAND-2732,Brand_2732,C,Recycled Polyester,Yes,266.48,668794.79,50324.53,Yes
BRAND-2733,Brand_2733,C,Tencel,Yes,344.6,1167285.05,18852.62,No
BRAND-2734,Brand_2734,A,Tencel,No,96.52,1774722.35,2037.73,Yes
BRAND-2735,Brand_2735,C,Hemp,Yes,231.03,3923081.3,30846.89,Yes
BRAND-2736,Brand_2736,D,Tencel,No,170.7,3661868.63,72435.66,No
BRAND-2737,Brand_2737,D,Tencel,No,219.57,4752809.04,26192.79,Yes
BRAND-2738,Brand_2738,B,Organic Cotton,No,85.99,3901605.43,44953.76,Yes
BRAND-2739,Brand_2739,A,Bamboo Fabric,Yes,148.04,972806.54,45563.87,Yes
BRAND-2740,Brand_2740,C,Bamboo Fabric,No,51.62,3382956.46,11998.15,Yes
BRAND-2741,Brand_2741,C,Organic Cotton,Yes,235.57,3925874.48,69606.67,Yes
BRAND-2742,Brand_2742,C,Hemp,Yes,450.22,2973625.34,78626.47,Yes
BRAND-2743,Brand_2743,B,Organic Cotton,No,394.78,2868202.64,74436.13,No
BRAND-2744,Brand_2744,A,Recycled Polyester,No,484.09,4613772.33,23670.92,No
BRAND-2745,Brand_2745,B,Tencel,No,49.44,4168652.68,16356.96,Yes
BRAND-2746,Brand_2746,A,Vegan Leather,Yes,470.15,4589062.31,88412.66,No
BRAND-2747,Brand_2747,C,Organic Cotton,No,297.42,4817827.14,94725.37,No
BRAND-2748,Brand_2748,A,Tencel,Yes,123.66,1393808.56,21743.15,Yes
BRAND-2749,Brand_2749,C,Bamboo Fabric,Yes,344.88,663579.15,49800.79,Yes
BRAND-2750,Brand_2750,A,Bamboo Fabric,Yes,69.25,909273.54,93211.13,No
BRAND-2751,Brand_2751,C,Hemp,Yes,411.41,1615629.53,49004.75,Yes
BRAND-2752,Brand_2752,D,Bamboo Fabric,Yes,465.71,730539.23,81127.79,No
BRAND-2753,Brand_2753,D,Hemp,No,39.16,4640198.48,68968.92,Yes
BRAND-2754,Brand_2754,A,Tencel,No,115.53,4738584.7,61575.93,No
BRAND-2755,Brand_2755,A,Bamboo Fabric,No,428.49,4289674.83,68014.61,Yes
BRAND-2756,Brand_2756,C,Vegan Leather,No,127.31,936499.48,87869.61,No
BRAND-2757,Brand_2757,C,Hemp,No,212.82,3648582.19,98414.96,No
BRAND-2758,Brand_2758,D,Organic Cotton,Yes,318.35,3026600.69,48093.01,No
BRAND-2759,Brand_2759,D,Recycled Polyester,Yes,447.58,502172.8,20729.86,Yes
BRAND-2760,Brand_2760,B,Hemp,Yes,256.42,3825283.04,8036.22,No
BRAND-2761,Brand_2761,B,Vegan Leather,No,4.65,3852337.63,85587.56,No
BRAND-2762,Brand_2762,A,Hemp,No,57.54,1347243.27,97613.85,No
BRAND-2763,Brand_2763,B,Tencel,No,275.97,1317820.48,13934.91,No
BRAND-2764,Brand_2764,C,Hemp,No,438.21,838221.56,18084.84,No
BRAND-2765,Brand_2765,B,Bamboo Fabric,Yes,288.87,3357770.54,92915.68,Yes
BRAND-2766,Brand_2766,C,Vegan Leather,Yes,442.06,1630780.75,8364.72,Yes
BRAND-2767,Brand_2767,B,Recycled Polyester,No,353.33,3025069.65,69681.69,Yes
BRAND-2768,Brand_2768,D,Bamboo Fabric,Yes,429.57,2559977.03,24322.07,Yes
BRAND-2769,Brand_2769,A,Vegan Leather,No,437.5,2495097.86,6488.33,No
BRAND-2770,Brand_2770,A,Organic Cotton,No,293.72,1233320.67,93573.09,Yes
BRAND-2771,Brand_2771,B,Organic Cotton,No,303.05,3948088.63,64467.25,No
BRAND-2772,Brand_2772,D,Hemp,Yes,426.36,76833.14,6400.19,No
BRAND-2773,Brand_2773,D,Organic Cotton,No,33.05,3132668.16,92632.49,No
BRAND-2774,Brand_2774,A,Recycled Polyester,No,237.9,144967.53,5265.94,Yes
BRAND-2775,Brand_2775,A,Organic Cotton,No,37.05,2735137.23,68452.14,No
BRAND-2776,Brand_2776,D,Recycled Polyester,No,462.03,3451908.03,47683.3,Yes
BRAND-2777,Brand_2777,C,Hemp,Yes,121.48,2072088.9,93428.26,Yes
BRAND-2778,Brand_2778,A,Bamboo Fabric,No,233.65,1498361.32,94458.7,Yes
BRAND-2779,Brand_2779,A,Bamboo Fabric,No,41.98,1786219.47,88229.23,Yes
BRAND-2780,Brand_2780,A,Bamboo Fabric,Yes,447,2398299.54,73202.03,No
BRAND-2781,Brand_2781,A,Organic Cotton,Yes,132.76,2451472.76,58338.25,No
BRAND-2782,Brand_2782,A,Tencel,No,380.21,4183811.55,74843.77,No
BRAND-2783,Brand_2783,A,Recycled Polyester,No,31.26,659699.85,97972.94,No
BRAND-2784,Brand_2784,A,Bamboo Fabric,Yes,393.84,4413107.58,85377.48,No
BRAND-2785,Brand_2785,C,Organic Cotton,Yes,445.35,1473617.57,88742.42,No
BRAND-2786,Brand_2786,C,Vegan Leather,Yes,67.36,866354.35,85122.22,Yes
BRAND-2787,Brand_2787,A,Bamboo Fabric,No,455.31,2546381.86,39333.17,No
BRAND-2788,Brand_2788,A,Recycled Polyester,Yes,338.41,1926463.62,32008.63,Yes
BRAND-2789,Brand_2789,C,Hemp,Yes,115.31,1312224.99,89129.69,Yes
BRAND-2790,Brand_2790,D,Hemp,No,356.78,1922167.18,37695.82,Yes
BRAND-2791,Brand_2791,B,Hemp,Yes,412.88,129269.37,96421.42,No
BRAND-2792,Brand_2792,C,Hemp,No,408.42,1458417.17,37045.83,No
BRAND-2793,Brand_2793,C,Bamboo Fabric,Yes,70.09,92717.92,27323.12,Yes
BRAND-2794,Brand_2794,D,Tencel,Yes,120.83,4551226.17,65746.74,No
BRAND-2795,Brand_2795,A,Tencel,No,435.27,2016479.41,88870.64,No
BRAND-2796,Brand_2796,B,Tencel,No,66.71,4673160.57,1797.79,No
BRAND-2797,Brand_2797,D,Vegan Leather,Yes,341.05,3519232.71,22762.11,Yes
BRAND-2798,Brand_2798,B,Tencel,No,343.82,4770285.63,57234.64,Yes
BRAND-2799,Brand_2799,D,Tencel,No,438.3,1251465.63,2238.19,No
BRAND-2800,Brand_2800,C,Bamboo Fabric,No,236.09,3194116.26,51986.74,No
BRAND-2801,Brand_2801,D,Bamboo Fabric,No,260.8,1324744.36,8848.91,No
BRAND-2802,Brand_2802,B,Bamboo Fabric,Yes,410.49,1544287.85,9397.45,No
BRAND-2803,Brand_2803,D,Organic Cotton,Yes,323.4,3109006.18,63263.57,Yes
BRAND-2804,Brand_2804,B,Tencel,No,323.45,4883850.08,23897.91,Yes
BRAND-2805,Brand_2805,B,Vegan Leather,Yes,393.64,1502596.09,34762.02,No
BRAND-2806,Brand_2806,D,Recycled Polyester,Yes,463.53,1748472.07,28417.96,Yes
BRAND-2807,Brand_2807,B,Bamboo Fabric,No,411.7,800557.82,10003.49,No
BRAND-2808,Brand_2808,C,Vegan Leather,No,476.25,4489406.37,68462.35,Yes
BRAND-2809,Brand_2809,D,Organic Cotton,No,124.43,3914485.46,10012.82,Yes
BRAND-2810,Brand_2810,D,Organic Cotton,No,260.59,152835.98,58218.37,Yes
BRAND-2811,Brand_2811,B,Organic Cotton,Yes,437.4,503747.17,25288.8,No
BRAND-2812,Brand_2812,C,Recycled Polyester,Yes,73.71,786991.33,43503.35,Yes
BRAND-2813,Brand_2813,D,Bamboo Fabric,No,311.11,4209160.98,59411.32,Yes
BRAND-2814,Brand_2814,A,Recycled Polyester,No,361.11,1421114.53,45182.4,Yes
BRAND-2815,Brand_2815,C,Tencel,Yes,34.23,3775659.33,88891.87,Yes
BRAND-2816,Brand_2816,C,Recycled Polyester,Yes,120.89,1293436.5,17762.02,Yes
BRAND-2817,Brand_2817,B,Organic Cotton,No,480.02,1250093.53,66435.39,No
BRAND-2818,Brand_2818,D,Hemp,Yes,156.34,736332.85,47173.48,Yes
BRAND-2819,Brand_2819,B,Vegan Leather,No,339.85,2748882.5,3478.02,No
BRAND-2820,Brand_2820,A,Vegan Leather,Yes,242.94,105659.21,58763.75,No
BRAND-2821,Brand_2821,B,Bamboo Fabric,No,285.89,313105.77,1172.75,Yes
BRAND-2822,Brand_2822,A,Recycled Polyester,Yes,434.95,1216543.51,74035.02,No
BRAND-2823,Brand_2823,C,Hemp,No,199.84,4938253.1,69344.01,No
BRAND-2824,Brand_2824,B,Hemp,Yes,201.74,2821986.04,49952.7,Yes
BRAND-2825,Brand_2825,C,Recycled Polyester,Yes,294.79,3180359.22,30593.82,No
BRAND-2826,Brand_2826,D,Recycled Polyester,Yes,308,1051901.42,48951.22,No
BRAND-2827,Brand_2827,A,Bamboo Fabric,Yes,10.24,2039881.12,26513.41,Yes
BRAND-2828,Brand_2828,A,Organic Cotton,No,57.27,276872.62,91724.15,Yes
BRAND-2829,Brand_2829,D,Vegan Leather,No,338.93,3407286.8,29108.32,No
BRAND-2830,Brand_2830,A,Recycled Polyester,Yes,337.36,2079185.95,32450.7,No
BRAND-2831,Brand_2831,D,Organic Cotton,Yes,185.76,2506119.3,56268.69,Yes
BRAND-2832,Brand_2832,A,Organic Cotton,Yes,40.5,4969551.96,37037.33,Yes
BRAND-2833,Brand_2833,D,Tencel,No,10.36,3495913.63,66124.81,No
BRAND-2834,Brand_2834,A,Organic Cotton,No,140.07,2266271.98,75925.48,No
BRAND-2835,Brand_2835,B,Bamboo Fabric,Yes,446.83,2320885.45,34495.78,No
BRAND-2836,Brand_2836,A,Recycled Polyester,No,409.73,2210186.29,4415.27,No
BRAND-2837,Brand_2837,D,Bamboo Fabric,Yes,28.88,1313802.83,28871.3,No
BRAND-2838,Brand_2838,A,Tencel,Yes,492.85,3771432.89,47493.95,No
BRAND-2839,Brand_2839,B,Recycled Polyester,No,16.02,4524365.49,60000.99,No
BRAND-2840,Brand_2840,A,Bamboo Fabric,No,26.76,287659.81,89095.74,No
BRAND-2841,Brand_2841,B,Bamboo Fabric,Yes,78.66,1250331.01,43405.02,No
BRAND-2842,Brand_2842,A,Vegan Leather,No,279.77,4237542.23,90994.59,Yes
BRAND-2843,Brand_2843,B,Hemp,No,263.91,2375674.05,30577.04,No
BRAND-2844,Brand_2844,D,Vegan Leather,No,275.86,409169.96,77930.1,No
BRAND-2845,Brand_2845,D,Recycled Polyester,Yes,114.76,612420.55,12531.2,No
BRAND-2846,Brand_2846,A,Bamboo Fabric,Yes,80.14,1751980.3,94044.64,No
BRAND-2847,Brand_2847,A,Hemp,Yes,157.51,1710044.94,87615.55,Yes
BRAND-2848,Brand_2848,B,Organic Cotton,No,45.1,2558075.7,92272.05,No
BRAND-2849,Brand_2849,B,Hemp,No,318.89,1726736.81,28489.44,No
BRAND-2850,Brand_2850,B,Recycled Polyester,No,435.89,4828963.09,70413.42,Yes
BRAND-2851,Brand_2851,B,Vegan Leather,No,319.03,352686.69,42932.45,No
BRAND-2852,Brand_2852,C,Tencel,Yes,51.53,3648898.29,20149.31,Yes
BRAND-2853,Brand_2853,C,Tencel,Yes,168.79,3753536.05,94024.45,No
BRAND-2854,Brand_2854,A,Recycled Polyester,No,172.42,1931896.87,54838.6,No
BRAND-2855,Brand_2855,B,Hemp,Yes,491.59,1766709.41,7515.23,Yes
BRAND-2856,Brand_2856,B,Hemp,Yes,367.37,2649624.28,29014.61,Yes
BRAND-2857,Brand_2857,B,Bamboo Fabric,Yes,124.13,2508115.99,78133.11,No
BRAND-2858,Brand_2858,A,Hemp,Yes,186.98,4543075.88,74718.05,Yes
BRAND-2859,Brand_2859,A,Vegan Leather,Yes,334.91,4936089.05,59467.11,Yes
BRAND-2860,Brand_2860,B,Tencel,No,256.34,1250080.43,26234.33,Yes
BRAND-2861,Brand_2861,B,Tencel,Yes,251.3,3455190.3,37632.2,Yes
BRAND-2862,Brand_2862,A,Organic Cotton,No,386.65,1354994.45,78204.11,No
BRAND-2863,Brand_2863,C,Tencel,No,470.28,1430814.26,4713.06,Yes
BRAND-2864,Brand_2864,D,Recycled Polyester,Yes,242.17,3648256.38,1996.25,No
BRAND-2865,Brand_2865,C,Hemp,No,399.72,2365805.31,33745.22,Yes
BRAND-2866,Brand_2866,B,Organic Cotton,Yes,195.57,4071974.6,5192.94,No
BRAND-2867,Brand_2867,B,Organic Cotton,Yes,212.28,1058700.75,43395.66,Yes
BRAND-2868,Brand_2868,C,Bamboo Fabric,Yes,38.37,71661.59,25924.34,Yes
BRAND-2869,Brand_2869,A,Bamboo Fabric,No,29.65,1175635.09,99431.64,No
BRAND-2870,Brand_2870,C,Bamboo Fabric,Yes,150.68,4266539.51,81770.29,Yes
BRAND-2871,Brand_2871,B,Vegan Leather,Yes,229.64,2935243.49,59460.41,Yes
BRAND-2872,Brand_2872,B,Hemp,Yes,385.44,436611.87,9871.23,Yes
BRAND-2873,Brand_2873,B,Vegan Leather,Yes,376.54,1172328.45,83745.18,No
BRAND-2874,Brand_2874,D,Vegan Leather,Yes,132.1,1869248.1,47883.25,No
BRAND-2875,Brand_2875,C,Tencel,Yes,372.98,1615681.79,45238.86,No
BRAND-2876,Brand_2876,C,Vegan Leather,Yes,94.25,3347038.2,49740.42,Yes
BRAND-2877,Brand_2877,D,Recycled Polyester,No,406.28,1816028.3,10247.05,No
BRAND-2878,Brand_2878,D,Hemp,No,238.56,4638169.86,98042.7,No
BRAND-2879,Brand_2879,C,Vegan Leather,Yes,87.9,2641705.34,49667.79,No
